"Date","Price","Open","High","Low","Vol.","Change %"
"05/08/2019","25.10","25.10","25.10","25.10","","0.20%"
"05/07/2019","25.05","25.05","25.05","25.05","0.30K","0.00%"
"05/06/2019","25.05","25.05","25.05","25.05","","-0.20%"
"05/03/2019","25.10","25.10","25.10","25.10","","-0.59%"
"05/02/2019","25.25","25.25","25.25","25.25","","0.00%"
"05/01/2019","25.25","25.25","25.25","25.25","","0.20%"
"04/30/2019","25.20","25.20","25.20","25.20","","-0.40%"
"04/29/2019","25.30","25.30","25.30","25.30","0.20K","0.40%"
"04/26/2019","25.20","25.20","25.20","25.20","","-1.75%"
"04/25/2019","25.65","25.65","25.65","25.65","","-0.19%"
"04/24/2019","25.70","25.70","25.70","25.70","","-0.39%"
"04/23/2019","25.80","25.80","25.80","25.80","0.10K","0.00%"
"04/22/2019","25.80","25.80","25.80","25.80","","-0.39%"
"04/18/2019","25.90","25.90","25.90","25.90","","-0.19%"
"04/17/2019","25.95","25.95","25.95","25.95","","0.00%"
"04/16/2019","25.95","25.95","25.95","25.95","","0.39%"
"04/15/2019","25.85","25.85","25.85","25.85","","0.00%"
"04/12/2019","25.85","25.85","25.85","25.85","","0.00%"
"04/11/2019","25.85","25.85","25.85","25.85","","0.00%"
"04/10/2019","25.85","25.85","25.85","25.85","","0.00%"
"04/09/2019","25.85","25.85","25.85","25.85","","-0.19%"
"04/08/2019","25.90","25.90","25.90","25.90","","0.58%"
"04/05/2019","25.75","25.75","25.75","25.75","","0.00%"
"04/04/2019","25.75","25.75","25.75","25.75","","0.39%"
"04/03/2019","25.65","25.65","25.65","25.65","","0.20%"
"04/02/2019","25.60","25.60","25.60","25.60","","0.99%"
"04/01/2019","25.35","25.35","25.35","25.35","","1.40%"
"03/29/2019","25.00","25.00","25.00","25.00","0.02K","-0.60%"
"03/28/2019","25.15","25.15","25.15","25.15","","-1.76%"
"03/27/2019","25.60","25.60","25.60","25.60","","-0.58%"
"03/26/2019","25.75","25.75","25.75","25.75","","0.00%"
"03/25/2019","25.75","25.75","25.75","25.75","0.60K","-0.96%"
"03/22/2019","26.00","26.00","26.00","26.00","","-0.38%"
"03/21/2019","26.10","26.10","26.10","26.10","","-1.51%"
"03/20/2019","26.50","26.50","26.50","26.50","0.40K","-1.85%"
"03/19/2019","27.00","27.00","27.00","27.00","","-0.18%"
"03/18/2019","27.05","27.05","27.05","27.05","0.12K","-1.10%"
"03/15/2019","27.35","27.35","27.35","27.35","0.00K","-0.55%"
"03/14/2019","27.50","27.50","27.50","27.50","0.00K","-1.26%"
"03/13/2019","27.85","27.85","27.85","27.85","","-0.54%"
"03/12/2019","28.00","28.00","28.00","28.00","","0.00%"
"03/11/2019","28.00","28.00","28.00","28.00","","0.00%"
"03/08/2019","28.00","28.00","28.00","28.00","0.01K","-0.53%"
"03/07/2019","28.15","28.15","28.15","28.15","","-0.18%"
"03/06/2019","28.20","28.20","28.20","28.20","","0.00%"
"03/05/2019","28.20","28.20","28.20","28.20","0.20K","0.53%"
"03/04/2019","28.05","28.05","28.05","28.05","","0.18%"
"03/01/2019","28.00","28.00","28.00","28.00","","0.72%"
"02/28/2019","27.80","27.80","27.80","27.80","","-0.36%"
"02/27/2019","27.90","27.90","27.90","27.90","","0.36%"
"02/26/2019","27.80","27.80","27.80","27.80","","-1.42%"
"02/25/2019","28.20","28.20","28.20","28.20","","-1.57%"
"02/22/2019","28.65","28.65","28.65","28.65","","-0.17%"
"02/21/2019","28.70","28.70","28.70","28.70","","0.00%"
"02/20/2019","28.70","28.70","28.70","28.70","","0.00%"
"02/19/2019","28.70","28.70","28.70","28.70","","-0.17%"
"02/15/2019","28.75","28.75","28.75","28.75","","-0.17%"
"02/14/2019","28.80","28.80","28.80","28.80","","0.00%"
"02/13/2019","28.80","28.80","28.80","28.80","","-0.17%"
"02/12/2019","28.85","28.85","28.85","28.85","0.20K","0.00%"
"02/11/2019","28.85","28.85","28.85","28.85","","0.00%"
"02/08/2019","28.85","28.85","28.85","28.85","0.20K","-0.35%"
"02/07/2019","28.95","28.95","28.95","28.95","","-0.17%"
"02/06/2019","29.00","29.00","29.00","29.00","","0.00%"
"02/05/2019","29.00","29.00","29.00","29.00","","0.00%"
"02/04/2019","29.00","29.00","29.00","29.00","","0.00%"
"02/01/2019","29.00","29.00","29.00","29.00","","0.17%"
"01/31/2019","28.95","28.95","28.95","28.95","0.01K","-0.52%"
"01/30/2019","29.10","29.10","29.10","29.10","0.01K","0.00%"
"01/29/2019","29.10","29.10","29.10","29.10","","0.17%"
"01/28/2019","29.05","29.05","29.05","29.05","0.14K","0.00%"
"01/25/2019","29.05","29.05","29.05","29.05","","0.00%"
"01/24/2019","29.05","29.05","29.05","29.05","","0.35%"
"01/23/2019","28.95","28.95","28.95","28.95","","0.00%"
"01/22/2019","28.95","28.95","28.95","28.95","","0.17%"
"01/18/2019","28.90","28.90","28.90","28.90","","0.17%"
"01/17/2019","28.85","28.85","28.85","28.85","","-0.17%"
"01/16/2019","28.90","28.90","28.90","28.90","","0.00%"
"01/15/2019","28.90","28.90","28.90","28.90","","0.00%"
"01/14/2019","28.90","28.90","28.90","28.90","","0.00%"
"01/11/2019","28.90","28.90","28.90","28.90","0.60K","0.00%"
"01/10/2019","28.90","28.90","28.90","28.90","0.03K","-0.17%"
"01/09/2019","28.95","28.95","28.95","28.95","","0.17%"
"01/08/2019","28.90","28.90","28.90","28.90","","0.00%"
"01/07/2019","28.90","28.90","28.90","28.90","","0.17%"
"01/04/2019","28.85","28.85","28.85","28.85","","-0.17%"
"01/03/2019","28.90","28.90","28.90","28.90","","0.00%"
"01/02/2019","28.90","28.90","28.90","28.90","0.01K","0.35%"
